"TI2";"1";"13";"14";"15";"17";"18";"20";"21";"22";"23";"24";"25";"42";"43";"50";"51";"52";"2";"19";"3";"44";"45";"46";"47";"48";"49";"53";"4";"54";"5";"6";"7";"8";"9";"10";"11";"12";"16";"26";"32";"33";"34";"35";"36";"37";"27";"31";"38";"39";"28";"29";"30";"40";"41";"56";"55";"57";"58";"59";"60";"61";"62";;SUM
"1";"0,00";"0,17";"0,06";"0,04";"0,04";"0,06";"0,17";"0,04";"0,04";"0,03";"0,06";"0,07";"0,03";"0,03";"0,03";"0,03";"0,02";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01";"0,01";"0,02";"0,02";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"1,04"
"13";"0,00";"0,00";"0,05";"0,03";"0,00";"0,00";"0,13";"0,00";"0,03";"0,01";"0,05";"0,05";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,01";"0,03";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,58"
"14";"0,00";"0,00";"0,05";"0,04";"0,04";"0,06";"0,00";"0,04";"0,03";"0,03";"0,05";"0,05";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,73"
"15";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,34"
"17";"0,00";"0,00";"0,00";"0,00";"0,04";"0,06";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,05";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,55"
"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,12"
"20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,07"
"21";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,02";"0,02";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,35"
"22";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,22"
"23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,03";"0,00";"0,00";"0,02";"0,02";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,28"
"24";"0,00";"0,00";"0,00";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,00";"0,00";"0,02";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,21"
"25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,17"
"42";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,04"
"43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,04"
"50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";;"0,05"
